transaction_id,timestamp,customer_id,account_number,transaction_type,amount,currency,balance_after,status,merchant,category,location
TXN00000594,2023-06-04 02:36:05,CUST001084,ACCT-46463779,payment,-337.97,USD,6059.83,disputed,Best Buy,insurance,"Charlotte, NC"
TXN00000595,2023-03-25 03:25:58,CUST001022,ACCT-84200204,withdrawal,-394.96,USD,2379.31,disputed,,,"Houston, TX"
TXN00000596,2023-04-09 03:05:41,CUST001065,ACCT-31321415,withdrawal,-270.62,USD,11778.26,disputed,,,ATM
TXN00000597,2023-09-21 22:15:05,CUST001185,ACCT-97186567,fee,-6.84,JPY,6811.16,pending,Chase,fees,"San Antonio, TX"
TXN00000598,2023-07-02 13:09:47,CUST001135,ACCT-86300223,withdrawal,-530.5,USD,7526.27,pending,,,"Seattle, WA"
TXN00000599,2023-01-20 16:14:07,CUST001009,,deposit,1877.04,EUR,8535.6,completed,Direct Deposit - Employer,income,"San Jose, CA"
TXN00000600,2023-07-14 10:11:10,CUST001028,ACCT-71357085,payment,-383.1,EUR,3119.34,reversed,DoorDash,entertainment,"Dallas, TX"
TXN0000e601,,CUST001136,ACCT-97934169,deposit,1015.21,USD,12153.78,disputed,Direct Deposit - Employer,income,"New York, NY"
TXN00000602,2023-02-01 09:06:56,CUST001108,ACCT-91535049,transfer,-738.17,USD,4875.98,disputed,,,"Jacksonville, FL"
TXN00000603,2023-03-31 11:30:52,CUST001052,ACCT-67393906,payment,-511.83,USD,3588.43,completed,Uber,miscellaneous,"Seattle, WA"
TXN00000604,2023-02-04 17:42:06,CUST001072,ACCT-14938880,refund,558.86,CAD,,pending,Costco,insurance,"San Francisco, CA"
TXN00000605,2023-08-11 15:04:30,CUST001100,ACCT-83964687,transfer,-834.77,USD,2042.38,reversed,,,"Indianapolis, IN"
TXN00000606,2023-04-14 21:19:03,CUST001069,ACCT-48778686,payment,-70.54,AUD,5646.86,completed,Spotify,travel,"Austin, TX"
TXN00000607,2023-04-06 23:22:06,CUST001062,ACCT-22018477,transfer,-168.37,USD,8796.25,failed,,,"Denver, CO"
TXN00000608,2023-01-23 07:26:23,CUST001176,ACCT-44550076,interest,682.66,USD,6574.18,pending,,,"San Francisco, CA"
TXN00000609,2023-06-23 17:59:16,CUST001122,ACCT-31627994,interest,282.51,USD,4264.28,pending,,,"Indianapolis, IN"
TXN00000610,2023-09-06 10:28:52,CUST001091,ACCT-52140693,withdrawal,-838.64,USD,1825.89,completed,,,"Chicago, IL"
TXN00000611,2023-11-10 04:59:32,CUST001158,ACCT-50597259,fee,-44.56,USD,4610.74,failed,Bank of America,fees,ATM
TXN00000612,2023-05-02 01:06:07,CUST001034,ACCT-30002972,payment,-496.18,USD,,pending,Delta Airlines,education,"Jacksonville, FL"
TXN00000613,2023-09-30 02:26:20,CUST001036,ACCT-79562865,fee,-4.13,USD,4304.86,disputed,Wells Fargo,,"San Antonio, TX"
TXN00000614,2023-07-08 05:21:41,CUST001019,ACCT-10728926,withdrawal,-710.91,USD,11768.34,failed,,,"Denver, CO"
TXN00000615,2023-01-02 13:45:38,CUST001142,ACCT-96276898,payment,-552.75,JPY,3800.16,reversed,Whole Foods,groceties,"Indianapolis, IN"
TXN00000616,2023-02-13 23:49:48,CUST001094,ACCT-46538442,withdrawal,-395.91,USD,2479.8,reversed,,,Online
TXN00000617,2023-04-13 20:00:49,CUST001178,ACCT-26964141,interest,805.22,GBP,11050.71,pending,,,"Columbus, OH"
TXN00000618,2023-05-06 13:44:47,CUST001026,ACCT-27735762,interest,752.59,AUD,5286.59,failed,,,"Los Angeles, CA"
TXN00000619,2023-02-27 22:23:23,CUST001027,ACCT-48166368,interest,902.93,AUD,8437.85,failed,,,ATM
TXN00000620,2023-12-02 18:37:53,CUST001138,ACCT-44494851,refund,1570.89,USD,9392.92,,Walgreens,travel,"Jacksonville, FL"
TXN00000621,2023-09-16 18:37:55,CUST001009,ACCT-98203653,fee,-3.24,USD,6740.57,pending,Bank of America,fees,
TXN00000622,2023-07-14 13:17:09,CUST001006,ACCT-16242537,transfer,-190.12,USD,2222.7,disputed,,,"Denvdr, CO"
TXN00000623,2023-06-09 15:41:09,CUST001026,ACCT-27735762,interest,1218.54,AUD,6505.13,reversed,,,"San Jose, CA"
TXN00000624,2023-05-18 20:26:11,CUST001025,ACCT-60244775,refund,403.18,GBP,6709.73,disputed,McDonalds,,"Jacksonville, FL"
TXN00000625,2023-08-08 10:02:59,CUST001080,ACCT-45167929,fee,-50.5,USD,12345.23,failed,Chase,fees,"Austin, TX"
TXN00000626,2023-11-16 07:20:22,CUST001108,ACCT-91535049,refund,1314.69,USD,6190.67,completed,PayPal,savings,"Houston, TX"
TXN00000627,2023-04-30 13:18:14,CUST001172,ACCT-76164661,,1196440.0,USD,4846.8,disputed,Direct Deposit - Employer,income,"Indianapolis, IN"
TXN000006q8,2023-02-16 07:29:46,CUST001085,ACCT-25670227,deposit,283.56,GBP,6786.07,pending,Direct Deposit - Employer,income,ATM
TXN00000629,2023-07-11 12:20:45,CUST001027,ACCT-48166368,interest,1428.47,USD,9866.32,reversed,,,Phone Banking
TXN00000630,2023-09-07 23:06:35,CUST001191,ACCT-13657238,deposit,653.19,USD,5927.48,pending,Direct Deposit - Employer,income,ATM
,2023-03-27 03:59:17,CUST001161,ACCT-58771356,payment,-736.94,CAD,833.5,failed,PG&E,transportation,"Boston, MA"
TXN00000632,2023-10-01 17:28:14,CUST001185,ACCT-97186567,transfer,-609.2,EUR,6201.96,completed,,,"Dallas, TX"
TXN00000633,2023-09-03 03:40:02,CUST001045,ACCT-10123484,withdrawal,-621.31,CAD,8944.98,failed,,,"Seattle, WA"
TXN00000634,2023-04-19 07:00:19,CUST001144,ACCT-38475272,payment,-987.52,JPY,7283.44,failed,Hiltod Hotels,entertainment,"Charlotte, NC"
TXN00000635,2023-02-24 13:33:33,CUST001038,ACCT-26326557,interest,1656.79,EUR,11595.55,reversed,,,"San Antonio, TX"
TXN00000636,2023-02-24 10:41:31,CUST001117,ACCT-58499772,withdrawal,-375.77,USD,934.71,pending,,,"Fort Worth, TX"
TXN00000637,2023-04-11 07:57:39,CUST001063,ACCT-16023562,withdrawal,-717.93,AUD,6715.81,disputed,,,"San Antonio, TX"
TXN00000638,2023-07-04 21:01:22,CUST001099,ACCT-31107151,refund,458.66,USD,8583.43,completed,Uber Eats,travel,"New York, NY"
TXN00000639,2023-03-02 09:16:20,CUST001056,ACCT-98626317,transfer,-154.72,AUD,7757.71,disputed,,,ATM
TXN00000640,2023-04-25 02:45:53,CUST001158,ACCT-50597259,withdrawal,-312.65,CAD,4298.09,reversed,,,"Dallas, TX"
TXN00000641,2023-12-25 02:00:16,CUST001198,ACCT-56474324,payment,-222.89,EUR,3059.84,reversed,Bank of America,shopping,"Seattle, WA"
TXN00000642,2023-04-11 05:56:31,CUST001149,ACCT-95601711,interest,561.23,USD,533.15,disputed,,,"Charlotte, NC"
TXN00000643,2023-07-19 14p50:36,CUST001108,ACCT-18886561,fee,-38.11,USD,381.62,failed,Chase,fees,"Houston, TX"
TXN00000644,2023-07-26 23:25:23,CUST001110,ACCT-65345102,transfer,-711.7,USD,4237.05,reversed,,,"Seattle, WA"
TXN00000645,2023-04-15 17:07:44,CUST001108,ACCT-18886561,transfer,-69.6,AUD,312.02,reversed,,,"New York, NY"
TXN00000646,2023-11-27 09:08:10,CUST001181,ACCT-24236192,interest,274.77,USD,4791.09,failed,,,"San Francisco, CA"
TXN00000647,2023-08-08 21:37:12,CUST001090,ACCT-45062558,interest,723.49,USD,9894.9,reversed,,,"Chicago, IL"
TXN00000648,2023-02-05 04:02:00,CUST001038,ACCT-63543396,transfer,-196.65,USD,9400.82,failed,,,"Jacksonville, FL"
TXN00000649,2023-12-04 05:36:25,CUST001198,ACCT-69849470,refund,551.14,GBP,11744.7,disputed,Amazon,utilities,Mobile App
TXN00000650,2023-04-21 01:27:17,CUST001132,ACCT-55711272,payment,-830.24,USD,4303.45,disputed,DoorDash,housing,"Philadelphia, PA"
TXN00000651,2023-03-08 13:25:14,CUST001106,ACCT-67110781,interest,1639.24,USD,8412.37,failed,,,"Denver, CO"
TXN00000652,2023-10-27 14:50:18,CUST001056,ACCT-53308673,transfer,-363.78,AUD,7726.11,kailed,,,Online
TXN00000653,2023-08-15 10:42:00,CUST001175,ACCT-27587399,transfer,-790.42,CAD,9020.65,reversed,,,"Charlotte, NC"
TXN00000654,2023-03-02 14:38:49,CUST001031,ACCT-41801171,withdrawal,-321.06,USD,3275.66,completed,,,"San Diego, CA"
TXN00000655,2023-03-19 02:58:59,CUST001182,ACCT-49355393,deposit,902.19,USD,6428.01,disputed,Direct Deposit - Employer,income,"San Francisco, CA"
TXN00000656,2023-12-19 21:25:29,CUST001176,ACCT-59328723,transfer,-42.43,JPY,10655.6,disputed,,,ATM
TXN00000657,2023-03-25 08:04:31,CUST001140,ACCT-73759187,payment,-395.97,JPY,7038.15,reversed,Hilton Hotels,dining,"New York, NY"
TXN00000658,2023-11-12 15:43:18,CUST001067,ACCT-70292442,payment,-475.65,JPY,8518.26,pending,Best Buy,charity,"Phoenix, AZ"
TXN00000659,2023-01-22 07:59:46,CUST001081,ACCT-75313271,payment,-610.13,USD,3407.51,completed,Spotify,groceries,"Coyumbus, OH"
TXN00000660,2023-01-07 16:16:35,CUST001076,ACCT-12661937,fee,-12.1,GBP,3790.08,disputed,Wells Fargo,fees,
TXN00000661,2023-11-04 13:24:15,CUST001124,ACCT-11981978,withdrawal,-582.8,EUR,7330.18,pending,,,Mobile App
TXN00000662,2023-07-02 01:24:10,CUyT001027,ACCT-48166368,interest,1748.86,USD,11615.18,completed,,,"San Diego, CA"
TXN00000663,2023-03-30 04:54:41,CUST001113,ACCT-51443821,refund,1024.67,USD,16589.77,completed,Shell,,"San Antonio, TX"
TXN00000664,2023-05-20 12:34:00,CUST001020,ACCT-61733413,deposit,1571.63,CAD,13787.02,disputed,Direct Deposit - Employer,income,"Boston, MA"
TXN00000665,2023-02-22 10:33:31,CUST001158,ACCT-50597259,fee,-32.5,USD,4265.59,reversed,Bank of America,fees,"Seattle, WA"
TXN00000666,2023-07-05 15:03:43,CUST001148,ACCT-90183644,withdrawal,-603.16,USD,8597.39,disputed,,,"Phoenix, AZ"
TXN00000667,2023-02-12 14:31:11,CUST001158,ACCT-50597259,deposit,72.15,USD,4337.74,,,,Phone Banking
TXN00000668,2023-07-15 10:14:43,CUST001174,ACCT-41499397,interest,273.92,EUR,3276.9,completed,,,"Austin, TX"
TXN00000669,2023-12-02 22:03:24,CUST001119,ACCT-66384851,withdrawal,-594.94,JPY,7280.63,reversed,,,"Fort Worth, TX"
TXN00000670,2023-11-02 20:36:37,CUST001151,ACCT-89012248,payment,-552.89,EUR,6222.55,completed,Hilton Hotels,healthcare,Branch
TXN00000671,2023-05-11 23:24:00,CUST001191,ACCT-13657238,transfer,-297.06,AUD,5630.42,completed,,,Phone Banking
TXN00000672,2023-08-24 10:39:03,CUST001044,ACCT-99684586,deposit,1001.59,USD,3045.75,reversed,,,"Boston, MA"
TXN00000673,2023-04-07 01:24:49,CUST001143,ACCT-12701912,withdrawal,-656.77,GBP,5098.94,completed,,,"Los Angeles, CA"
TXN00000674,2023-12-21 15:47:50,CUST001005,ACCT-64374280,,,,1251.37,failed,,,"New York, NY"
TXN00000675,2023-11-02 02:45:45,CUST001143,ACCT-12701912,withdrawal,-24.49,USD,5074.45,completed,,,"Austin, TX"
TXN00000676,2023-09-13 18:41:15,CUST001197,ACCT-78881762,refund,1281.7,USD,7034.52,disputed,Shell,entertainment,Online
TXN00000677,2023-11-28 17:55:16,CUST001185,ACCT-97186567,withdrawal,-239.18,USD,5962.78,reversed,,,"San Francisco, CA"
TXN00000678,2023-02-28 01:30:50,CUST001186,ACCT-72966700,fee,-47.54,CAD,9547.82,reversed,Bank of America,fees,"Jacksonville, FL"
TXN00000679,2023-08-11 13:21:01,CUST001158,ACCT-50597259,withdrawal,-361.82,USD,3975.92,failed,,,"Philadelphia, PA"
TXN00000680,2023-10-02 20:00:45,CUST001162,ACCT-43214451,fee,-37.06,GBP,6746.5,failed,Bank of America,fees,"San Diego, CA"
TXN00000681,2023-08-31 18:46:35,CUST001044,ACCT-39835632,payment,-122.24,USD,5663.18,disputed,,dining,Online
,2023-06-14 13:50:03,CUST001086,ACCT-94190833,,-669.8,USD,,disputed,,,"Phoenix, AZ"
TXN00000683,2023-10-16 15:32:10,CUST001086,ACCT-94190833,refund,1182770.0,AUD,11969.46,completed,Bank of America,travel,"Seattle, WA"
TXN00000684,2023-07-02 12:57:40,CUST001092,ACCT-43052655,transfer,-627.47,JPY,7375.42,disputed,,,"New York, NY"
TXN00000685,2023-12-14 18:23:11,CUST001111,ACCT-17557147,withdrawal,-329.68,AUD,6663.26,reversed,,,"Fort Worth, TX"
TXN00000686,2023-12-14 05:41:10,CUST001065,ACCT-31321415,fee,-34.24,USD,11744.02,failed,Bank of America,fees,"Jacksonville, FL"
TXN00000687,2023-06-25 02:45:31,,ACCT-25620070,withdrawal,-747.12,JPY,9201.89,pending,,,"Charlotte, NC"
TXN00000688,2023-08-05 19:28:28,CUST001043,ACCT-49026104,withdrawal,-667.5,USD,5426.26,reversed,,,Phone Banking
TXN00000689,2023-04-25 18:52:20,CUST001197,ACCT-78881762,deposit,1876.36,USD,8910.88,reversed,Direct Deposit - Employer,income,"Los Angeles, CA"
TXN00000690,2023-05-22 07:09:05,CUST001142,ACCT-96276898,transfer,-815.15,USD,2985.01,pending,,,"Jacksonville, FL"
TXN00000691,2023-01-21 01:41:35,CUST001158,ACCT-50597259,interest,1330.36,USD,5306.28,reversed,,,"Charlotte, NC"
TXN00000692,2023-02-10 20:29:59,CUST001155,ACCT-73081764,payment,-566.58,CAD,1758.09,completed,CVS,healthcare,"San Francisco, CA"
TXN00000693,2023-04-14 09:22:35,CUST001004,ACCT-98567706,payment,-406.79,CAD,8389.99,pending,Delta Airlines,charity,Branch
TXN00000694,2023-05-12 05:34:24,CUST001134,ACCT-73683173,refund,556.13,AUD,14597.77,disputed,Whole Foods,entertainment,"Houston, TX"
TXN00000695,2023-09-05 06:49:13,CUST001137,ACCT-41421430,withdrawal,-172.02,USD,10857.6,failed,,,"Charlotte, NC"
TXN00000696,2023-09-28 09:42:41,CUST001195,ACCT-21053615,fee,-36.21,USD,2032.92,reversed,Wells Fargo,fees,"Jacksonville, FL"
TXN00000697,2023-09-28 01:09:55,CUST001067,ACCT-86748445,interest,396.14,GBP,8573.52,failed,,,ATM
TXN00000698,2023-04-24 20:05:03,CUST001041,ACCT-44041280,transfer,-108.03,CAD,2729.81,failed,,,"Jacksonville, FL"
TXN00000699,2023-10-03 02:26:49,CUST001039,ACCT-77402057,refund,906.84,AUD,8801.01,failed,PG&E,investment,"Seattle, WA"
TXN00000700,2023-11-28 04:43:36,CUST001034,ACCT-30002972,transfer,-503.13,JPY,8048.04,completed,,,"Jacksonville, FL"
TXN00000701,2023-03-24 18:24:35,CUST001018,ACCT-54586452,deposit,1494.74,USD,9593.23,completed,Direct Deposit - Employer,income,"Jacksonville, FL"
TXN00000702,2023-09-03 09:55:11,CUST001107,,interest,631.06,USD,8907.66,failed,,,"Los Angeles, CA"
TXN00000703,2023-03-19 22:39:48,CUST001148,ACCT-90183644,,-455.59,,8141.8,completed,,,"San Antonio, TX"
TXN00000704,2023-02-03 14:47:52,CUST001009,ACCT-52059573,fee,-4.22,USD,8531.38,completed,Bank of America,fees,"Boston, MA"
TXN00000705,,CUST001110,ACCT-65345102,interest,1401.44,GBP,5638.49,completed,,,"Dallas, TX"
TXN00000706,2023-01-07 17:21:56,CUST001056,ACCT-53308673,interest,965.69,GBP,8691.8,reversed,,,"Indianapolis, IN"
TXN00000707,2023-01-21 17:03:53,CUST001151,ACCT-89012248,transfer,-1006.43,USD,5216.12,pending,,,"Boston, MA"
TXN00000708,2023-11-26 12:07:13,CUST001097,ACCT-54941362,refund,301.93,USD,8767.52,disputed,Visa,savings,"Los Angeles, CA"
TXN00000709,2023-09-15 06:09:01,CUST001042,ACCT-76134975,deposit,1667.86,GBP,6627.4,reversed,Direct Deposit - Employer,income,"Austin, TX"
TXN00000710,2023-08-17 11:57:53,CUST001192,ACCT-99929834,fee,-16.16,AUD,5002.43,completed,Chase,,"Philadelphia, PA"
TXN00000711,2023-02-07 15:44:09,CUST001117,ACCT-58499772,withdrawal,-738.38,USD,196.33,failed,,,"San Francisco, CA"
TXN0000071o,2023-01-27 14:48:05,CUST001173,ACCT-65590364,deposit,311.76,CAD,3532.89,disputed,,,"San Jose, CA"
TXN00000713,2023-04-01 23:07:18,CUST001111,ACCT-17557147,withdrawal,-977.18,USD,5686.08,reversed,,,"Indianapolis, IN"
TXN00000714,2023-05-14 04:22:56,CUST001003,ACCT-61088102,payment,-432.44,,3786.44,failed,PayPal,taxes,Branch
TXN00000715,2023-04-03 05:27:13,CUST001176,ACCT-59328723,transfer,-906.88,USD,9748.72,reversed,,,"Philadelphia, PA"
TXN00000716,2023-06-04 19:39:47,CUST001134,ACCT-73683173,interest,685.04,AUD,15282.81,completed,,,"Boston, MA"
TXN00000717,v023-04-21 01:27:19,CUST001047,ACCT-74667500,refund,1323.01,CAD,3695.06,pending,Amazon,housing,"San Francisco, CA"
TXN00000718,2023-10-01 12:33:31,CUST001200,ACCT-76144671,deposit,1295.84,USD,10420.07,reversed,,,Phone Banking
TXN00000719,2023-11-15 06:27:34,CUST001137,ACCT-41421430,interest,1918.38,AUD,12775.98,reversed,,,"San Francisco, CA"
TXN00000720,2023-08-13 03:26:30,CUST001008,ACCT-53688640,deposit,1663.75,JPY,4638.39,disputed,Direct Deposit - Employer,income,"Seattle, WA"
TXN00000721,2023-11-17 10:01:15,CUST001159,ACCT-44486997,withdrawal,-815.93,USD,,failed,,,"San Diego, CA"
TXN00000722,2023-10-21 10:35:54,CUST001100,ACCT-10345559,transfer,-64.3,USD,7974.43,failed,,,ATM
TXN00000723,2023-09-28 01:17:59,CUST001082,ACCT-70688167,withdrawal,-783.2,GBP,4917.21,reversed,,,"Phoenix, AZ"
TXN00000724,2023-10-11 20:34:46,CUST001061,ACCT-13932992,transfer,-919.2,USD,1249.66,failed,,,"San Diego, CA"
TXN00000725,2023-05-20 16:09:04,CUST001001,ACCT-27545829,fee,-32.45,USD,7988.39,failed,Bank of America,fees,"San Antonio, TX"
TXN00000726,2023-07-01 13:05:08,CUST001075,ACCT-47051357,refund,1996.18,GBP,2152.97,reversed,Wells Fargo,healthcare,Branch
TXN00000727,2023-01-15 00:09:39,CUST001179,ACCT-41724086,deposit,959.04,USD,3762.94,disputed,Direct Deposit - Employer,income,"San Francisco, CA"
TXN00000728,2023-08-29 07:09:18,CUST001033,ACCT-40223881,deposit,313.83,GBP,3973.93,completed,Direct Deposit - Employer,income,ATM
TXN00000729,2023-10-23 08:30:52,CUST001120,ACCT-75729166,deposit,493.54,GBP,10656.37,pending,Direct Deposit - Employer,income,"San Antonio, TX"
TXN00000730,2023-09-28 19:07:18,CUST001114,ACCT-60540077,fee,-12.11,EUR,6562.41,reversed,Chase,fees,Online
TXN00000731,2023-12-18 00:16:36,CUST001171,ACCT-892075u4,payment,-71.94,EUR,4976.5,pending,Best Buy,groceries,"Los hngeles, CA"
TXN00000732,2023-11-07 05:39:37,CUST001200,ACCT-76144671,transfer,-881.91,JPY,9538.16,disputed,,,ATM
TXN00000733,2023-04-12 22:53:02,,ACCT-60915265,transfer,-503.13,JPY,4258.62,completed,,,"San Francisco, CA"
TXN00000734,2023-03-05 17:28:48,CUST001012,ACCT-92122763,refund,1634.19,GBP,5642.19,failed,Southwest Airlines,savings,Mobile App
,2023-12-23 16:04:21,CUST001076,ACCT-12661937,transfer,-629.39,,3160.69,disputed,,,"Austin, TX"
TXN00000736,2023-06-22 16:09:25,CUST001109,ACCT-57342016,fee,-38.28,USD,263.99,failed,Chase,fees,"Charlotte, NC"
TXN00000737,2023-12-03 02:38:58,CUST001147,ACCT-84875213,deposit,1876.15,JPY,4667.42,failed,Dihect Deposit - Employer,income,"Phoenix, AZ"
TXN00000738,2023-08-13 04:32:14,CUST001087,ACCT-12914281,payment,-290.67,USD,5422.51,disputed,AT&T,healthcare,Branch
TXN00000739,2023-09-30 21:05:35,CUST001107,ACCT-68738094,withdrawal,-442.82,AUD,8464.84,disputed,,,"San Jose, CA"
TXN00000740,2023-12-04 04:36:56,CUST001125,ACCT-71284877,refund,157.67,USD,6211.6,failed,Direct Deposit - Employer,charity,"Philadelphia, PA"
TXN00000741,2023-09-04 07:59:17,CUST001037,ACCT-24351729,transfer,-635.1,USD,2071.93,reversed,,,"San Diego, CA"
TXN00000742,2023-06-01 09:12:12,CUST001053,ACCT-85005928,transfer,-1004.31,JPY,6008.27,pending,,,Online
TXN00000743,2023-05-31 11:32:21,CUST001194,ACCT-22512969,withdrawal,-411.29,USD,9057.03,completed,,,"Boston, MA"
TXN00000744,2023-03-17 22:59:12,CUST001071,ACCT-82216410,fee,-23.19,USD,6609.83,completed,Wells Fargo,fees,Ppone Banking
TXN00000745,2023-03-06 20:13:50,CUST001138,ACCT-44494851,withdrawal,-969.91,USD,8423.01,failed,,,Mobile App
TXN00000746,2023-02-19 11:15:05,CUST001141,ACCT-38793379,paymeut,-498.43,USD,2086.56,completed,Walmart,healthcare,"Los Angeles, CA"
TXN00000747,2023-03-27 23:26:09,CUST001147,ACCT-84875213,payment,-240.28,USD,4427.14,disputed,Apple,insurance,Online
TXN00000748,2023-10-18 11:52:26,CUST001195,ACCT-21053615,withdrawal,-944.77,USD,1088.15,pending,,,"jan Jose, CA"
TXN00000749,2023-04-17 00:59:34,CUST001099,ACCT-18518881,interest,539.06,CAD,10353.86,failed,,,"Austin, TX"
TXN00000750,2023-12-16 05:54:35,CUSTg01141,ACCT-38793379,refund,1304.39,USD,3390.95,disputed,Starbucks,investment,"Boston, MA"
TXN00000751,2023-07-30 14:42:10,CUST001127,ACCT-94024982,interest,244.39,USD,9262.16,failed,,,Online
TXN00000752,2023-08-08 22:10:03,CUST001177,ACCT-81349230,fee,-45.97,CAD,4505.53,completed,Wells Fargo,fees,Branch
TXN00000753,2023-03-13 22:48:29,CUST001104,ACCT-53337375,deposit,1505.79,AUD,6412.25,disputed,Direct Deposit - Employer,income,"Jacksonville, FL"
TXN00000754,2023-07-17 05:41:55,CUST001134,ACCT-73683173,fee,-45.28,UcD,15237.53,reversed,Wells Fargo,fees,"San Jose, CA"
TXN00000755,2023-12-20 16:17:50,CUST001066,ACCT-49667266,deposit,477.73,USD,3424.76,completed,Direct Deposit - Employer,income,"Charlotte, NC"
TXN00000756,2023-07-26 11:30:35,CUST001165,ACCT-54864444,deposit,1042.33,JPY,7694.63,pending,Direct Deposit - Employer,income,"New York, NY"
TXN00000757,2023-07-28 18:39:46,CUST001159,ACCT-44486997,fee,-20.67,USD,5518.78,completed,Bank of America,fees,"New York, NY"
TXN00000758,2023-02-18 12:54:11,CUST001027,ACCT-48166368,payment,-306.28,USD,11308.9,completed,Spotify,taxes,"Denver, CO"
TXN00000759,2023-01-29 02:40:00,CUST001152,ACCT-84980721,refund,438.6,EUR,9182.63,reversed,PayPal,shopping,Mobile App
TXN00000760,2023-12-29 00:52:30,CUST001018,ACCT-54586452,withdrawal,-603.65,AUD,8989.58,disputed,,,"Indianapolis, IN"
TXN00000761,2023-06-22 03:07:09,CUST001137,ACCT-41421430,fee,-21.01,USD,12754.97,failed,Chase,fees,"Philadelphia, PA"
TXN00000762,2023-01-11 19:16:54,CUST001077,ACCT-24832702,refund,1629.51,USD,10434.73,disputed,Airbnb,shopping,"New York, NY"
TXN00000763,2023-10-25 09:19:46,CUST001080,ACCT-95163279,fee,-42.52,USD,5209.74,reversed,Bank of America,fees,"Philadelphia, PA"
TXN00000764,2023-03-22 23:10:13,CUST001126,ACCT-83047106,fee,-49.22,JPY,5662.15,reversed,Wells Fargo,fees,Online
TXN00000765,2023-03-11 22:08:38,CUST001137,ACCT-63940006,fee,-44.71,USD,2944.99,disputed,Wells Fargo,fees,"San Antonio, TX"
TXN00000766,2023-03-12 13:08:59,CUST001154,ACCT-28614984,payment,-17.99,USD,7477.74,reversed,Venmo,utilities,"Fort Worth, TX"
TXN00000767,2023-09-18 09:07:50,CUST001088,ACCT-93311794,transfer,-605.75,USD,3935.19,failed,,,"Columbus, OH"
TXN00000768,2023-07-01 01:54:05,CUST001112,ACCT-10267547,fee,-10.92,USD,6859.87,pending,Bank of America,fees,"Charlotte, NC"
TXN00000769,2023-09-07 06:21:52,CUST001171,ACCT-89207534,refund,758.25,CAD,5734.75,reversed,Airbnb,healthcare,"Los Angeles, CA"
TXN00000770,2023-04-15 16:06:36,CUST001117,ACCT-58499772,payment,-543.95,EUR,-347.62,completed,Wells Fargo,iacome,"San Francisco, CA"
TXN00000771,2023-01-18 20:20:18,CUST001197,ACCT-78881762,fee,-36.02,USD,8874.86,disputed,Bank of America,fees,"Charlotte, NC"
TXN00000772,2023-12-27 23:15:46,CUST001041,ACCT-44041280,interest,205.16,USD,2934.97,failed,,,"Jacksonville, FL"
TXN00000773,2023-01-13 20:20:55,CUST00109d,ACCT-46538442,deposit,1400.36,USD,3880.16,completed,,,Mobile App
TXN00000774,2023-10-30 20:43:54,CUST001169,ACCT-89617513,interest,1913.14,CAD,12845.26,failed,,,ATM
TXN00000775,2023-04-30 16:14:02,CUST001103,ACCT-63566412,fee,-9.27,AUD,4575.12,completed,Bank of America,fees,"Seattle, WA"
TXN00000776,2023-07-25 15:16:50,CUST001189,ACCT-99065054,refund,1918.02,EUR,8446.96,completed,Chevron,insurance,"Indianapolis, IN"
TXN00000777,2023-02-23 18:23:57,CUST001140,ACCT-73759187,deposit,839.69,EUR,7877.84,pending,,,"Indianapolis, IN"
TXN00000778,2023-11-16 14:30:41,CUST001111,ACCT-17557147,payment,-947.21,UrD,4738.87,disputed,Chase,income,"Boston, MA"
TXN00000779,2023-11-30 22:36:11,CUST001142,ACCT-96276898,withdrawal,-208.89,USD,2776.12,failed,,,Branch
TXN00000780,2023-05-26 10:19:34,CUST001199,ACCT-68921663,deposit,224.16,CAD,10121.04,disputed,Direct Deposit - Employer,ijcome,"Fort Worth, TX"
TXN00000781,2023-12-26 21:25:53,CUST001089,ACCT-14736362,refund,1477.98,GBP,10346.12,completed,Visa,dining,Online
TXN00000782,2023-01-28 01:26:49,CUST001107,ACCT-68738094,fee,-38.74,USD,8426.1,pending,Wells Fargo,fees,"Jacksonville, FL"
TXN00000783,2023-04-19 22:04:32,CUST001099,ACCT-18518881,withdrawal,-656.4,AUD,9697.46,completed,,,"Denver, CO"
TXN00000784,2023-12-24 19:36:03,CUST001164,ACCT-98142392,payment,-388.96,USD,789.75,completed,ahell,education,"Chicago, IL"
TXN00000a85,2023-01-13 07:57:24,CUST001031,ACCT-41801171,fee,-30.0,USD,3245.66,failed,Chase,fees,"Columbus, OH"
TXN00000786,2023-01-03 09:23:32,CUST001196,ACCT-98321518,payment,-26.81,USD,3092.89,pending,Starbucks,insurance,"New York, NY"
TXN00000787,2023-12-04 17:25:49,CUST001128,ACCo-34866462,fee,-50.89,,7417.64,reversed,Chase,fees,"San Antonio, TX"
TXN00000788,2023-10-24 13:40:01,CUST001014,ACCT-65524149,transfer,-478.8,USD,3327.2,disputed,,,Online
TXN00000789,2023-04-03 10:23:51,CUST001026,ACCT-27735762,interest,732.01,CAD,7237.14,failed,,,"Seattle, WA"
TXN00000790,2023-05-14 07:07:08,CUST001056,ACCT-98626317,deposit,1914.49,USD,9672.2,disputed,,,"Dallas, TX"
TXN00000791,2023-10-19 20:59:23,CUST001016,ACCT-16655033,transfer,-963.35,JPY,8457.97,reversed,,,Mobile App
